Trying 192.168.0.22...
Connected to graspr.
Escape character is '^]'.
START OF RUN:
1411434538163,channel 14,15,16,DEC(14),DEC(15),DEC(16)
1411434546525,0001101011111101,0000000000000000,0000000000000000,6909,0,0
1411434546530,0001101011010001,0000000000000000,0000000000000000,6865,0,0
1411434546532,0001101001011101,0000000000000000,0000000000000000,6749,0,0
1411434546534,0001101010110111,0000000000000000,0000000000000000,6839,0,0
1411434546541,0001101011011010,0000000000000000,0000000000000000,6874,0,0
1411434546543,0001101011001000,0000000000000000,0000000000000000,6856,0,0
1411434546545,0001101011001101,0000000000000000,0000000000000000,6861,0,0
1411434546551,0001101101000111,0000000000000000,0000000000000000,6983,0,0
1411434546552,0001101100000010,0000000000000000,0000000000000000,6914,0,0
1411434546554,0001101100001010,0000000000000000,0000000000000000,6922,0,0
1411434546560,0001101100000011,0000000000000000,0000000000000000,6915,0,0
1411434546562,0001101011011000,0000000000000000,0000000000000000,6872,0,0
1411434546564,0001101001111001,0000000000000000,0000000000000000,6777,0,0
1411434546570,0001101011110101,0000000000000000,0000000000000000,6901,0,0
1411434546572,0001101011011111,0000000000000000,0000000000000000,6879,0,0
1411434546573,0001101010110111,0000000000000000,0000000000000000,6839,0,0
1411434546575,0001101100000111,0000000000000000,0000000000000000,6919,0,0
1411434546581,0001101010111110,0000000000000000,0000000000000000,6846,0,0
1411434546583,0001101010111111,0000000000000000,0000000000000000,6847,0,0
1411434546585,0001101100010111,0000000000000000,0000000000000000,6935,0,0
1411434546591,0001101011111101,0000000000000000,0000000000000000,6909,0,0
1411434546593,0001101100000101,0000000000000000,0000000000000000,6917,0,0
1411434546595,0001101011011101,0000000000000000,0000000000000000,6877,0,0
1411434546601,0001101100000011,0000000000000000,0000000000000000,6915,0,0
1411434546602,0001101100000110,0000000000000000,0000000000000000,6918,0,0
1411434546604,0001101011110111,0000000000000000,0000000000000000,6903,0,0
1411434546610,0001101001110101,0000000000000000,0000000000000000,6773,0,0
1411434546612,0001101010110000,0000000000000000,0000000000000000,6832,0,0
1411434546614,0001101011011111,0000000000000000,0000000000000000,6879,0,0
1411434546620,0001101011100111,0000000000000000,0000000000000000,6887,0,0
1411434546622,0001101011100101,0000000000000000,0000000000000000,6885,0,0
1411434546624,0001101100001110,0000000000000000,0000000000000000,6926,0,0
1411434546630,0001101011100110,0000000000000000,0000000000000000,6886,0,0
1411434546632,0001101010111110,0000000000000000,0000000000000000,6846,0,0
1411434546634,0001101011010111,0000000000000000,0000000000000000,6871,0,0
1411434546640,0001101100101111,0000000000000000,0000000000000000,6959,0,0
1411434546642,0001101100101010,0000000000000000,0000000000000000,6954,0,0
1411434546644,0001101011100010,0000000000000000,0000000000000000,6882,0,0
1411434546650,0001101011000110,0000000000000000,0000000000000000,6854,0,0
1411434546652,0001101011011001,0000000000000000,0000000000000000,6873,0,0
1411434546653,0001101010001011,0000000000000000,0000000000000000,6795,0,0
1411434546655,0001101011101111,0000000000000000,0000000000000000,6895,0,0
1411434546661,0001101010111101,0000000000000000,0000000000000000,6845,0,0
1411434546663,0001101010110101,0000000000000000,0000000000000000,6837,0,0
1411434546665,0001101011000111,0000000000000000,0000000000000000,6855,0,0
1411434546671,0001101010101101,0000000000000000,0000000000000000,6829,0,0
1411434546673,0001101011010100,0000000000000000,0000000000000000,6868,0,0
1411434546674,0001101011110001,0000000000000000,0000000000000000,6897,0,0
1411434546680,0001101011000110,0000000000000000,0000000000000000,6854,0,0
1411434546682,0001101010100110,0000000000000000,0000000000000000,6822,0,0
1411434546684,0001101100110010,0000000000000000,0000000000000000,6962,0,0
1411434546690,0001101011001100,0000000000000000,0000000000000000,6860,0,0
1411434546692,0001101011001101,0000000000000000,0000000000000000,6861,0,0
1411434546693,0001101011110111,0000000000000000,0000000000000000,6903,0,0
1411434546695,0001101010111011,0000000000000000,0000000000000000,6843,0,0
1411434546701,0001101011011000,0000000000000000,0000000000000000,6872,0,0
1411434546703,0001101011101101,0000000000000000,0000000000000000,6893,0,0
1411434546705,0001101011110011,0000000000000000,0000000000000000,6899,0,0
1411434546711,0001101011101010,0000000000000000,0000000000000000,6890,0,0
1411434546713,0001101011111100,0000000000000000,0000000000000000,6908,0,0
1411434546720,0001101011111101,0000000000000000,0000000000000000,6909,0,0
1411434546722,0001101100111101,0000000000000000,0000000000000000,6973,0,0
1411434546723,0001101011100101,0000000000000000,0000000000000000,6885,0,0
1411434546726,0001101011101111,0000000000000000,0000000000000000,6895,0,0
1411434546732,0001101011000010,0000000000000000,0000000000000000,6850,0,0
1411434546733,0001101011000101,0000000000000000,0000000000000000,6853,0,0
1411434546741,0001101011010100,0000000000000000,0000000000000000,6868,0,0
1411434546743,0001101011101100,0000000000000000,0000000000000000,6892,0,0
1411434546744,0001101011001101,0000000000000000,0000000000000000,6861,0,0
1411434546751,0001101011000000,0000000000000000,0000000000000000,6848,0,0
1411434546752,0001101011000001,0000000000000000,0000000000000000,6849,0,0
1411434546754,0001101011110011,0000000000000000,0000000000000000,6899,0,0
1411434546760,0001101011101101,0000000000000000,0000000000000000,6893,0,0
1411434546762,0001101011111001,0000000000000000,0000000000000000,6905,0,0
1411434546764,0001101010010001,0000000000000000,0000000000000000,6801,0,0
1411434546765,0001101001011111,0000000000000000,0000000000000000,6751,0,0
1411434546771,0001101100100101,0000000000000000,0000000000000000,6949,0,0
1411434546773,0001101010110111,0000000000000000,0000000000000000,6839,0,0
1411434546775,0001101011000000,0000000000000000,0000000000000000,6848,0,0
1411434546781,0001101011101011,0000000000000000,0000000000000000,6891,0,0
1411434546783,0001101011111001,0000000000000000,0000000000000000,6905,0,0
1411434546784,0001101100001001,0000000000000000,0000000000000000,6921,0,0
1411434546790,0001101011111000,0000000000000000,0000000000000000,6904,0,0
1411434546792,0001101011010100,0000000000000000,0000000000000000,6868,0,0
1411434546794,0001101100010001,0000000000000000,0000000000000000,6929,0,0
1411434546800,0001101011111011,0000000000000000,0000000000000000,6907,0,0
1411434546802,0001101011101010,0000000000000000,0000000000000000,6890,0,0
1411434546803,0001101100000001,0000000000000000,0000000000000000,6913,0,0
1411434546805,0001101011001011,0000000000000000,0000000000000000,6859,0,0
1411434546811,0001101011001100,0000000000000000,0000000000000000,6860,0,0
1411434546813,0001101011111011,0000000000000000,0000000000000000,6907,0,0
1411434546815,0001101011000010,0000000000000000,0000000000000000,6850,0,0
1411434546821,0001101011100011,0000000000000000,0000000000000000,6883,0,0
1411434546823,0001101011111011,0000000000000000,0000000000000000,6907,0,0
1411434546824,0001101011110111,0000000000000000,0000000000000000,6903,0,0
1411434546830,0001101011111001,0000000000000000,0000000000000000,6905,0,0
1411434546832,0001101100010000,0000000000000000,0000000000000000,6928,0,0
1411434546840,0001101100000101,0000000000000000,0000000000000000,6917,0,0
1411434546842,0001101011100111,0000000000000000,0000000000000000,6887,0,0
1411434546844,0001101100000101,0000000000000000,0000000000000000,6917,0,0
1411434546845,0001101011000000,0000000000000000,0000000000000000,6848,0,0
1411434546851,0001101011011101,0000000000000000,0000000000000000,6877,0,0
1411434546853,0001101011110000,0000000000000000,0000000000000000,6896,0,0
1411434546855,0001101011000011,0000000000000000,0000000000000000,6851,0,0
1411434546861,0001101011001101,0000000000000000,0000000000000000,6861,0,0
1411434546863,0001101100000011,0000000000000000,0000000000000000,6915,0,0
1411434546864,0001101011010000,0000000000000000,0000000000000000,6864,0,0
1411434546871,0001101010110101,0000000000000000,0000000000000000,6837,0,0
1411434546872,0001101011001110,0000000000000000,0000000000000000,6862,0,0
1411434546874,0001101011001001,0000000000000000,0000000000000000,6857,0,0
1411434546880,0001101011010010,0000000000000000,0000000000000000,6866,0,0
1411434546882,0001101011110011,0000000000000000,0000000000000000,6899,0,0
1411434546884,0001101011110011,0000000000000000,0000000000000000,6899,0,0
1411434546885,0001101100001011,0000000000000000,0000000000000000,6923,0,0
1411434546892,0001101011011011,0000000000000000,0000000000000000,6875,0,0
1411434546893,0001101011010110,0000000000000000,0000000000000000,6870,0,0
1411434546900,0001101011000001,0000000000000000,0000000000000000,6849,0,0
1411434546902,0001101011100011,0000000000000000,0000000000000000,6883,0,0
1411434546903,0001101011100100,0000000000000000,0000000000000000,6884,0,0
1411434546905,0001101011011101,0000000000000000,0000000000000000,6877,0,0
1411434546911,0001101011000101,0000000000000000,0000000000000000,6853,0,0
1411434546913,0001101011111000,0000000000000000,0000000000000000,6904,0,0
1411434546914,0001101011100011,0000000000000000,0000000000000000,6883,0,0
1411434546921,0001101011111001,0000000000000000,0000000000000000,6905,0,0
1411434546922,0001101011011010,0000000000000000,0000000000000000,6874,0,0
1411434546924,0001101011011111,0000000000000000,0000000000000000,6879,0,0
1411434546930,0001101011111010,0000000000000000,0000000000000000,6906,0,0
1411434546932,0001101010110110,0000000000000000,0000000000000000,6838,0,0
1411434546934,0001101011100100,0000000000000000,0000000000000000,6884,0,0
1411434546941,0001101011000111,0000000000000000,0000000000000000,6855,0,0
1411434546943,0001101100000101,0000000000000000,0000000000000000,6917,0,0
1411434546944,0001101011011101,0000000000000000,0000000000000000,6877,0,0
1411434546951,0001101010111001,0000000000000000,0000000000000000,6841,0,0
1411434546952,0001101011100101,0000000000000000,0000000000000000,6885,0,0
1411434546954,0001101011011001,0000000000000000,0000000000000000,6873,0,0
1411434546960,0001101011010110,0000000000000000,0000000000000000,6870,0,0
1411434546962,0001101011000111,0000000000000000,0000000000000000,6855,0,0
1411434546963,0001101100001101,0000000000000000,0000000000000000,6925,0,0
1411434546965,0001101011110110,0000000000000000,0000000000000000,6902,0,0
1411434546971,0001101011001000,0000000000000000,0000000000000000,6856,0,0
1411434546973,0001101011101101,0000000000000000,0000000000000000,6893,0,0
1411434546975,0001101011011010,0000000000000000,0000000000000000,6874,0,0
1411434546981,0001101100000000,0000000000000000,0000000000000000,6912,0,0
1411434546983,0001101011001100,0000000000000000,0000000000000000,6860,0,0
1411434546984,0001101011100001,0000000000000000,0000000000000000,6881,0,0
1411434546991,0001101100101001,0000000000000000,0000000000000000,6953,0,0
1411434546992,0001101011100101,0000000000000000,0000000000000000,6885,0,0
1411434546994,0001101011001011,0000000000000000,0000000000000000,6859,0,0
1411434547000,0001101100010011,0000000000000000,0000000000000000,6931,0,0
1411434547002,0001101100001001,0000000000000000,0000000000000000,6921,0,0
1411434547004,0001101011010100,0000000000000000,0000000000000000,6868,0,0
1411434547006,0001101100000101,0000000000000000,0000000000000000,6917,0,0
1411434547012,0001101010111110,0000000000000000,0000000000000000,6846,0,0
1411434547013,0001101100000010,0000000000000000,0000000000000000,6914,0,0
1411434547020,0001101100001010,0000000000000000,0000000000000000,6922,0,0
1411434547022,0001101010110010,0000000000000000,0000000000000000,6834,0,0
1411434547024,0001101011110100,0000000000000000,0000000000000000,6900,0,0
1411434547029,0001101100000101,0000000000000000,0000000000000000,6917,0,0
1411434547031,0001101100001101,0000000000000000,0000000000000000,6925,0,0
1411434547041,0001101101010011,0000000000000000,0000000000000000,6995,0,0
1411434547043,0001101100000101,0000000000000000,0000000000000000,6917,0,0
1411434547044,0001101100001100,0000000000000000,0000000000000000,6924,0,0
1411434547051,0001101011011011,0000000000000000,0000000000000000,6875,0,0
1411434547052,0001101100001001,0000000000000000,0000000000000000,6921,0,0
1411434547054,0001101011000011,0000000000000000,0000000000000000,6851,0,0
1411434547060,0001101100100000,0000000000000000,0000000000000000,6944,0,0
1411434547062,0001101011111011,0000000000000000,0000000000000000,6907,0,0
1411434547064,0001101100010100,0000000000000000,0000000000000000,6932,0,0
1411434547065,0001101011100100,0000000000000000,0000000000000000,6884,0,0
1411434547071,0001101011101111,0000000000000000,0000000000000000,6895,0,0
1411434547073,0001101011001101,0000000000000000,0000000000000000,6861,0,0
1411434547081,0001101011100111,0000000000000000,0000000000000000,6887,0,0
1411434547082,0001101011101010,0000000000000000,0000000000000000,6890,0,0
1411434547084,0001101100001001,0000000000000000,0000000000000000,6921,0,0
1411434547090,0001101011110000,0000000000000000,0000000000000000,6896,0,0
1411434547092,0001101011101001,0000000000000000,0000000000000000,6889,0,0
1411434547094,0001101011101100,0000000000000000,0000000000000000,6892,0,0
1411434547095,0001101100000000,0000000000000000,0000000000000000,6912,0,0
1411434547101,0001101011110101,0000000000000000,0000000000000000,6901,0,0
1411434547103,0001101100000111,0000000000000000,0000000000000000,6919,0,0
1411434547105,0001101011110000,0000000000000000,0000000000000000,6896,0,0
1411434547111,0001101100000001,0000000000000000,0000000000000000,6913,0,0
1411434547112,0001101100000111,0000000000000000,0000000000000000,6919,0,0
1411434547114,0001101101000110,0000000000000000,0000000000000000,6982,0,0
1411434547121,0001101001110110,0000000000000000,0000000000000000,6774,0,0
1411434547122,0001101100010111,0000000000000000,0000000000000000,6935,0,0
1411434547124,0001101011001101,0000000000000000,0000000000000000,6861,0,0
1411434547131,0001101011011101,0000000000000000,0000000000000000,6877,0,0
1411434547133,0001101010101101,0000000000000000,0000000000000000,6829,0,0
1411434547134,0001101011010100,0000000000000000,0000000000000000,6868,0,0
1411434547141,0001101011001010,0000000000000000,0000000000000000,6858,0,0
1411434547143,0001101011110010,0000000000000000,0000000000000000,6898,0,0
1411434547144,0001101011101011,0000000000000000,0000000000000000,6891,0,0
1411434547150,0001101011100010,0000000000000000,0000000000000000,6882,0,0
1411434547152,0001101011001110,0000000000000000,0000000000000000,6862,0,0
1411434547161,0001101011101010,0000000000000000,0000000000000000,6890,0,0
1411434547163,0001101100000001,0000000000000000,0000000000000000,6913,0,0
1411434547165,0001101011111010,0000000000000000,0000000000000000,6906,0,0
1411434547171,0001101011101011,0000000000000000,0000000000000000,6891,0,0
1411434547173,0001101011010011,0000000000000000,0000000000000000,6867,0,0
1411434547175,0001101011101000,0000000000000000,0000000000000000,6888,0,0
1411434547181,0001101100010000,0000000000000000,0000000000000000,6928,0,0
1411434547182,0001101100010011,0000000000000000,0000000000000000,6931,0,0
1411434547184,0001101100010000,0000000000000000,0000000000000000,6928,0,0
1411434547190,0001101011110010,0000000000000000,0000000000000000,6898,0,0
1411434547192,0001101011100110,0000000000000000,0000000000000000,6886,0,0
1411434547194,0001101001110011,0000000000000000,0000000000000000,6771,0,0
1411434547196,0001101010001101,0000000000000000,0000000000000000,6797,0,0
1411434547202,0001101011101110,0000000000000000,0000000000000000,6894,0,0
1411434547203,0001101010101110,0000000000000000,0000000000000000,6830,0,0
1411434547211,0001101011100000,0000000000000000,0000000000000000,6880,0,0
1411434547212,0001101100110010,0000000000000000,0000000000000000,6962,0,0
1411434547214,0001101011111011,0000000000000000,0000000000000000,6907,0,0
1411434547220,0001101011011011,0000000000000000,0000000000000000,6875,0,0
1411434547222,0001101011100100,0000000000000000,0000000000000000,6884,0,0
1411434547224,0001101100001000,0000000000000000,0000000000000000,6920,0,0
1411434547225,0001101100001111,0000000000000000,0000000000000000,6927,0,0
1411434547231,0001101011011110,0000000000000000,0000000000000000,6878,0,0
1411434547234,0001101001111111,0000000000000000,0000000000000000,6783,0,0
1411434547240,0001101100010000,0000000000000000,0000000000000000,6928,0,0
1411434547242,0001101100010001,0000000000000000,0000000000000000,6929,0,0
1411434547244,0001101011011011,0000000000000000,0000000000000000,6875,0,0
1411434547250,0001101100001100,0000000000000000,0000000000000000,6924,0,0
1411434547252,0001101100001111,0000000000000000,0000000000000000,6927,0,0
1411434547254,0001101101000010,0000000000000000,0000000000000000,6978,0,0
1411434547255,0001101011111111,0000000000000000,0000000000000000,6911,0,0
1411434547261,0001101011100100,0000000000000000,0000000000000000,6884,0,0
1411434547263,0001101011110101,0000000000000000,0000000000000000,6901,0,0
1411434547265,0001101011011001,0000000000000000,0000000000000000,6873,0,0
1411434547271,0001101100001001,0000000000000000,0000000000000000,6921,0,0
1411434547273,0001101010110010,0000000000000000,0000000000000000,6834,0,0
1411434547274,0001101010010101,0000000000000000,0000000000000000,6805,0,0
1411434547281,0001101100010000,0000000000000000,0000000000000000,6928,0,0
1411434547282,0001101011001100,0000000000000000,0000000000000000,6860,0,0
1411434547284,0001101011010010,0000000000000000,0000000000000000,6866,0,0
1411434547290,0001101011100010,0000000000000000,0000000000000000,6882,0,0
1411434547292,0001101010101000,0000000000000000,0000000000000000,6824,0,0
1411434547294,0001101100010000,0000000000000000,0000000000000000,6928,0,0
1411434547295,0001101100001001,0000000000000000,0000000000000000,6921,0,0
1411434547302,0001101011111011,0000000000000000,0000000000000000,6907,0,0
1411434547303,0001101011111110,0000000000000000,0000000000000000,6910,0,0
1411434547310,0001101011100011,0000000000000000,0000000000000000,6883,0,0
1411434547311,0001101011101101,0000000000000000,0000000000000000,6893,0,0
1411434547313,0001101100010111,0000000000000000,0000000000000000,6935,0,0
1411434547315,0001101100110011,0000000000000000,0000000000000000,6963,0,0
1411434547321,0001101011111100,0000000000000000,0000000000000000,6908,0,0
1411434547323,0001101011000001,0000000000000000,0000000000000000,6849,0,0
1411434547325,0001101010111110,0000000000000000,0000000000000000,6846,0,0
1411434547331,0001101100010111,0000000000000000,0000000000000000,6935,0,0
1411434547334,0001101100010010,0000000000000000,0000000000000000,6930,0,0
1411434547340,0001101100100100,0000000000000000,0000000000000000,6948,0,0
1411434547342,0001101011000011,0000000000000000,0000000000000000,6851,0,0
1411434547344,0001101011111101,0000000000000000,0000000000000000,6909,0,0
1411434547350,0001101011001011,0000000000000000,0000000000000000,6859,0,0
1411434547352,0001101100001000,0000000000000000,0000000000000000,6920,0,0
1411434547354,0001101011011010,0000000000000000,0000000000000000,6874,0,0
1411434547355,0001101100010001,0000000000000000,0000000000000000,6929,0,0
1411434547362,0001101011110100,0000000000000000,0000000000000000,6900,0,0
1411434547363,0001101011011010,0000000000000000,0000000000000000,6874,0,0
1411434547365,0001101100000011,0000000000000000,0000000000000000,6915,0,0
1411434547371,0001101011100000,0000000000000000,0000000000000000,6880,0,0
1411434547373,0001101011011011,0000000000000000,0000000000000000,6875,0,0
1411434547375,0001101100001100,0000000000000000,0000000000000000,6924,0,0
1411434547381,0001101100010011,0000000000000000,0000000000000000,6931,0,0
1411434547383,0001101100011010,0000000000000000,0000000000000000,6938,0,0
1411434547385,0001101011011111,0000000000000000,0000000000000000,6879,0,0
1411434547391,0001101011001000,0000000000000000,0000000000000000,6856,0,0
1411434547393,0001101010111111,0000000000000000,0000000000000000,6847,0,0
1411434547395,0001101100001101,0000000000000000,0000000000000000,6925,0,0
1411434547401,0001101010110111,0000000000000000,0000000000000000,6839,0,0
1411434547403,0001101011011110,0000000000000000,0000000000000000,6878,0,0
1411434547404,0001101100000010,0000000000000000,0000000000000000,6914,0,0
1411434547410,0001101010101110,0000000000000000,0000000000000000,6830,0,0
1411434547412,0001101011100010,0000000000000000,0000000000000000,6882,0,0
1411434547414,0001101100011100,0000000000000000,0000000000000000,6940,0,0
1411434547421,0001101011010010,0000000000000000,0000000000000000,6866,0,0
1411434547423,0001101100001011,0000000000000000,0000000000000000,6923,0,0
1411434547425,0001101100000100,0000000000000000,0000000000000000,6916,0,0
1411434547432,0001101011010111,0000000000000000,0000000000000000,6871,0,0
1411434547434,0001101100010010,0000000000000000,0000000000000000,6930,0,0
1411434547442,0001101011110100,0000000000000000,0000000000000000,6900,0,0
1411434547444,0001101011100110,0000000000000000,0000000000000000,6886,0,0
1411434547445,0001101011010001,0000000000000000,0000000000000000,6865,0,0
1411434547451,0001101100010101,0000000000000000,0000000000000000,6933,0,0
1411434547453,0001101011100110,0000000000000000,0000000000000000,6886,0,0
1411434547460,0001101011001001,0000000000000000,0000000000000000,6857,0,0
1411434547462,0001101011010111,0000000000000000,0000000000000000,6871,0,0
1411434547464,0001101011111001,0000000000000000,0000000000000000,6905,0,0
1411434547470,0001101100010111,0000000000000000,0000000000000000,6935,0,0
1411434547471,0001101100011100,0000000000000000,0000000000000000,6940,0,0
1411434547473,0001101011110010,0000000000000000,0000000000000000,6898,0,0
1411434547475,0001101100011011,0000000000000000,0000000000000000,6939,0,0
1411434547481,0001101100011001,0000000000000000,0000000000000000,6937,0,0
1411434547483,0001101011110000,0000000000000000,0000000000000000,6896,0,0
1411434547485,0001101011000101,0000000000000000,0000000000000000,6853,0,0
1411434547491,0001101100000001,0000000000000000,0000000000000000,6913,0,0
1411434547492,0001101011100110,0000000000000000,0000000000000000,6886,0,0
1411434547494,0001101100001101,0000000000000000,0000000000000000,6925,0,0
1411434547500,0001101100001001,0000000000000000,0000000000000000,6921,0,0
1411434547502,0001101011100101,0000000000000000,0000000000000000,6885,0,0
1411434547504,0001101100010011,0000000000000000,0000000000000000,6931,0,0
1411434547510,0001101011011101,0000000000000000,0000000000000000,6877,0,0
1411434547512,0001101011010101,0000000000000000,0000000000000000,6869,0,0
1411434547514,0001101011011101,0000000000000000,0000000000000000,6877,0,0
1411434547520,0001101011010111,0000000000000000,0000000000000000,6871,0,0
1411434547522,0001101011011101,0000000000000000,0000000000000000,6877,0,0
1411434547524,0001101011010100,0000000000000000,0000000000000000,6868,0,0
1411434547530,0001101100011100,0000000000000000,0000000000000000,6940,0,0
1411434547532,0001101011011001,0000000000000000,0000000000000000,6873,0,0
1411434547534,0001101010111000,0000000000000000,0000000000000000,6840,0,0
1411434547535,0001101011000001,0000000000000000,0000000000000000,6849,0,0
1411434547542,0001101011001011,0000000000000000,0000000000000000,6859,0,0
1411434547544,0001101100011011,0000000000000000,0000000000000000,6939,0,0
1411434547551,0001101100100000,0000000000000000,0000000000000000,6944,0,0
1411434547552,0001101010111101,0000000000000000,0000000000000000,6845,0,0
1411434547554,0001101011100001,0000000000000000,0000000000000000,6881,0,0
1411434547560,0001101011111100,0000000000000000,0000000000000000,6908,0,0
1411434547562,0001101011111010,0000000000000000,0000000000000000,6906,0,0
1411434547564,0001101011111101,0000000000000000,0000000000000000,6909,0,0
1411434547565,0001101010101100,0000000000000000,0000000000000000,6828,0,0
1411434547572,0001101011001001,0000000000000000,0000000000000000,6857,0,0
1411434547573,0001101011111011,0000000000000000,0000000000000000,6907,0,0
1411434547580,0001101011011100,0000000000000000,0000000000000000,6876,0,0
1411434547582,0001101011011001,0000000000000000,0000000000000000,6873,0,0
1411434547583,0001101011100110,0000000000000000,0000000000000000,6886,0,0
1411434547590,0001101100010111,0000000000000000,0000000000000000,6935,0,0
1411434547592,0001101011011100,0000000000000000,0000000000000000,6876,0,0
1411434547593,0001101011100001,0000000000000000,0000000000000000,6881,0,0
1411434547595,0001101100001000,0000000000000000,0000000000000000,6920,0,0
1411434547601,0001101011110101,0000000000000000,0000000000000000,6901,0,0
1411434547603,0001101010101011,0000000000000000,0000000000000000,6827,0,0
1411434547605,0001101100100011,0000000000000000,0000000000000000,6947,0,0
1411434547611,0001101100100001,0000000000000000,0000000000000000,6945,0,0
1411434547612,0001101100000110,0000000000000000,0000000000000000,6918,0,0
1411434547614,0001101011000110,0000000000000000,0000000000000000,6854,0,0
1411434547620,0001101011010010,0000000000000000,0000000000000000,6866,0,0
1411434547622,0001101100001001,0000000000000000,0000000000000000,6921,0,0
1411434547624,0001101011100001,0000000000000000,0000000000000000,6881,0,0
1411434547630,0001101011101000,0000000000000000,0000000000000000,6888,0,0
1411434547632,0001101100001001,0000000000000000,0000000000000000,6921,0,0
1411434547633,0001101011101010,0000000000000000,0000000000000000,6890,0,0
1411434547635,0001101100010100,0000000000000000,0000000000000000,6932,0,0
1411434547640,0001101011110010,0000000000000000,0000000000000000,6898,0,0
1411434547651,0001101010110110,0000000000000000,0000000000000000,6838,0,0
1411434547653,0001101101011001,0000000000000000,0000000000000000,7001,0,0
1411434547655,0001101001111011,0000000000000000,0000000000000000,6779,0,0
1411434547661,0001101011100100,0000000000000000,0000000000000000,6884,0,0
1411434547663,0001101011110101,0000000000000000,0000000000000000,6901,0,0
1411434547664,0001101011001011,0000000000000000,0000000000000000,6859,0,0
1411434547670,0001101010100001,0000000000000000,0000000000000000,6817,0,0
1411434547672,0001101100011011,0000000000000000,0000000000000000,6939,0,0
1411434547674,0001101011110111,0000000000000000,0000000000000000,6903,0,0
1411434547680,0001101010110000,0000000000000000,0000000000000000,6832,0,0
1411434547682,0001101011100100,0000000000000000,0000000000000000,6884,0,0
1411434547683,0001101011100110,0000000000000000,0000000000000000,6886,0,0
1411434547685,0001101011101010,0000000000000000,0000000000000000,6890,0,0
1411434547691,0001101011101100,0000000000000000,0000000000000000,6892,0,0
1411434547693,0001101100010000,0000000000000000,0000000000000000,6928,0,0
1411434547695,0001101011110110,0000000000000000,0000000000000000,6902,0,0
1411434547701,0001101100010010,0000000000000000,0000000000000000,6930,0,0
1411434547702,0001101100001101,0000000000000000,0000000000000000,6925,0,0
1411434547704,0001101011101111,0000000000000000,0000000000000000,6895,0,0
1411434547711,0001101100101010,0000000000000000,0000000000000000,6954,0,0
1411434547712,0001101011101001,0000000000000000,0000000000000000,6889,0,0
1411434547714,0001101100001000,0000000000000000,0000000000000000,6920,0,0
1411434547720,0001101011100100,0000000000000000,0000000000000000,6884,0,0
1411434547722,0001101011101001,0000000000000000,0000000000000000,6889,0,0
1411434547724,0001101011001101,0000000000000000,0000000000000000,6861,0,0
1411434547730,0001101011010110,0000000000000000,0000000000000000,6870,0,0
1411434547732,0001101100001100,0000000000000000,0000000000000000,6924,0,0
1411434547733,0001101011011010,0000000000000000,0000000000000000,6874,0,0
1411434547735,0001101100000001,0000000000000000,0000000000000000,6913,0,0
1411434547741,0001101011101001,0000000000000000,0000000000000000,6889,0,0
1411434547750,0001101100010001,0000000000000000,0000000000000000,6929,0,0
1411434547752,0001101011000110,0000000000000000,0000000000000000,6854,0,0
1411434547754,0001101011111101,0000000000000000,0000000000000000,6909,0,0
1411434547755,0001101100100011,0000000000000000,0000000000000000,6947,0,0
1411434547761,0001101101100110,0000000000000000,0000000000000000,7014,0,0
1411434547763,0001101010111010,0000000000000000,0000000000000000,6842,0,0
1411434547765,0001101011110000,0000000000000000,0000000000000000,6896,0,0
1411434547771,0001101011110111,0000000000000000,0000000000000000,6903,0,0
1411434547772,0001101011110001,0000000000000000,0000000000000000,6897,0,0
1411434547774,0001101011010101,0000000000000000,0000000000000000,6869,0,0
1411434547780,0001101100010101,0000000000000000,0000000000000000,6933,0,0
1411434547782,0001101100010010,0000000000000000,0000000000000000,6930,0,0
1411434547784,0001101100000100,0000000000000000,0000000000000000,6916,0,0
1411434547790,0001101011011001,0000000000000000,0000000000000000,6873,0,0
1411434547792,0001101101001111,0000000000000000,0000000000000000,6991,0,0
1411434547793,0001101011000110,0000000000000000,0000000000000000,6854,0,0
1411434547795,0001101011010110,0000000000000000,0000000000000000,6870,0,0
1411434547801,0001101100100101,0000000000000000,0000000000000000,6949,0,0
1411434547803,0001101100000001,0000000000000000,0000000000000000,6913,0,0
1411434547805,0001101011111101,0000000000000000,0000000000000000,6909,0,0
1411434547811,0001101011000111,0000000000000000,0000000000000000,6855,0,0
1411434547812,0001101100011010,0000000000000000,0000000000000000,6938,0,0
1411434547814,0001101011001011,0000000000000000,0000000000000000,6859,0,0
1411434547820,0001101011111001,0000000000000000,0000000000000000,6905,0,0
1411434547822,0001101100001110,0000000000000000,0000000000000000,6926,0,0
1411434547824,0001101100001000,0000000000000000,0000000000000000,6920,0,0
1411434547831,0001101011110110,0000000000000000,0000000000000000,6902,0,0
1411434547833,0001101011011011,0000000000000000,0000000000000000,6875,0,0
1411434547834,0001101100011111,0000000000000000,0000000000000000,6943,0,0
1411434547841,0001101011101000,0000000000000000,0000000000000000,6888,0,0
1411434547843,0001101011110011,0000000000000000,0000000000000000,6899,0,0
1411434547845,0001101100000110,0000000000000000,0000000000000000,6918,0,0
1411434547851,0001101100011000,0000000000000000,0000000000000000,6936,0,0
1411434547853,0001101100010010,0000000000000000,0000000000000000,6930,0,0
1411434547855,0001101011011100,0000000000000000,0000000000000000,6876,0,0
1411434547861,0001101101010101,0000000000000000,0000000000000000,6997,0,0
